"","share_type","EF46","n_obs","EF952_sum","mean","mean_weighted","sd","sd_weighted","median","q25","q75","median_weighted","q25_weighted","q75_weighted"
"1","share_brown","Male",189,20215.913,0.0117577895355673,0.0102429210098005,0.0498774423122849,0.0467270070821814,0,0,0,0,0,0
"2","share_brown","Female",223,25174.772,0.0607872446437469,0.0607583523166234,0.154503737939651,0.155068638829139,0,0,0,0,0,0
"3","share_brown_cat_abs","Male",189,20215.913,0,0,0,0,0,0,0,0,0,0
"4","share_brown_cat_abs","Female",223,25174.772,0.0179372197309417,0.018150909172087,0.133021896204019,0.133827538891996,0,0,0,0,0,0
"5","share_brown_cat_rel","Male",189,20215.913,0.0529100529100529,0.0460931445441025,0.224448490405282,0.210271531869817,0,0,0,0,0,0
"6","share_brown_cat_rel","Female",223,25174.772,0.210762331838565,0.209884403322501,0.408767486077131,0.408234147473669,0,0,0,0,0,0
"7","share_green","Male",189,20215.913,0,0,0,0,0,0,0,0,0,0
"8","share_green","Female",223,25174.772,0,0,0,0,0,0,0,0,0,0
"9","share_green_cat_abs","Male",189,20215.913,0,0,0,0,0,0,0,0,0,0
"10","share_green_cat_abs","Female",223,25174.772,0,0,0,0,0,0,0,0,0,0
"11","share_green_cat_rel","Male",189,20215.913,0,0,0,0,0,0,0,0,0,0
"12","share_green_cat_rel","Female",223,25174.772,0,0,0,0,0,0,0,0,0,0
"13","share_neutral","Male",189,20215.913,0.988242210464433,0.989757078990199,0.0498774423122849,0.0467270070821815,1,1,1,1,1,1
"14","share_neutral","Female",223,25174.772,0.939212755356253,0.939241647683376,0.154503737939651,0.155068638829139,1,1,1,1,1,1
"15","share_neutral_cat_abs","Male",189,20215.913,1,1,0,0,1,1,1,1,1,1
"16","share_neutral_cat_abs","Female",223,25174.772,0.982062780269058,0.981849090827913,0.133021896204019,0.133827538891996,1,1,1,1,1,1
"17","share_neutral_cat_rel","Male",189,20215.913,0.947089947089947,0.953906855455897,0.224448490405282,0.210271531869816,1,1,1,1,1,1
"18","share_neutral_cat_rel","Female",223,25174.772,0.789237668161435,0.790115596677499,0.408767486077131,0.408234147473669,1,1,1,1,1,1
