"","share_type","EF46","n_obs","EF952_sum","mean","mean_weighted","sd","sd_weighted","median","q25","q75","median_weighted","q25_weighted","q75_weighted"
"1","share_brown_esco",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"2","share_brown_esco",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"3","share_brown_esco_ess",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"4","share_brown_esco_ess",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"5","share_brown_vona2018",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"6","share_brown_vona2018",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"7","share_green_esco",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"8","share_green_esco",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"9","share_green_esco_ess",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"10","share_green_esco_ess",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"11","share_green_gtp",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"12","share_green_gtp",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"13","share_green_jrc",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"14","share_green_jrc",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
"15","share_green_vona2018",1,90,9581.316,0,0,0,0,0,0,0,0,0,0
"16","share_green_vona2018",2,72,7857.133,0,0,0,0,0,0,0,0,0,0
