EF541UG1,n_obs,EF952_sum,share_green_wtd,share_green_unwtd,share_brown_wtd,share_brown_unwtd,share_neutral_wtd,share_neutral_unwtd,share_green_cat_abs_wtd,share_green_cat_abs_unwtd,share_brown_cat_abs_wtd,share_brown_cat_abs_unwtd,share_neutral_cat_abs_wtd,share_neutral_cat_abs_unwtd,share_green_cat_rel_wtd,share_green_cat_rel_unwtd,share_brown_cat_rel_wtd,share_brown_cat_rel_unwtd,share_neutral_cat_rel_wtd,share_neutral_cat_rel_unwtd
121,14,1588.3519999999999,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
132,1,82.465,0,0,0.11111111111111112,0.1111111111111111,0.888888888888889,0.8888888888888888,0,0,0,0,1,1,0,0,1,1,0,0
211,27,2761.748,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
242,40,4484.994,0,0,0.008724921866611689,0.008333333333333333,0.9912750781333883,0.9916666666666667,0,0,0,0,1,1,0,0,0.0785242967995052,0.075,0.9214757032004949,0.925
251,8,934.363,0,0,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,0,0,0,0,1,1,0,0,1,1,0,0
252,1,122.922,0,0,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,0,0,0,0,1,1,0,0,1,1,0,0
263,2,160.29399999999998,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
264,5,528.664,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
311,20,2247.466,0,0,0.016440540393294293,0.016666666666666666,0.9835594596067058,0.9833333333333333,0,0,0,0,1,1,0,0,0.14796486353964866,0.15,0.8520351364603514,0.85
321,18,2164.167,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
325,3,299.13599999999997,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
331,45,4989.897,0,0,0.0019646364109987308,0.0024691358024691358,0.9980353635890012,0.9975308641975309,0,0,0,0,1,1,0,0,0.017681727698988577,0.022222222222222223,0.9823182723010115,0.9777777777777777
411,27,2820.604,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
431,6,666.079,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
432,21,2051.567,0,0,0.05589835585297591,0.0582010582010582,0.944101644147024,0.9417989417989417,0,0,0,0,1,1,0,0,0.5030852026767831,0.5238095238095238,0.49691479732321686,0.47619047619047616
441,3,343.291,0,0,0.07955673498900673,0.07407407407407407,0.9204432650109934,0.9259259259259259,0,0,0,0,1,1,0,0,0.7160106149010607,0.6666666666666666,0.2839893850989394,0.3333333333333333
511,48,5296.119,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
523,3,296.205,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
524,2,281.842,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
532,2,176.058,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
541,2,180.08100000000002,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
611,4,419.722,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
711,30,3575.92,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
741,9,891.557,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
751,4,595.737,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
752,2,153.268,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
753,3,262.633,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
754,3,314.357,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
811,4,372.529,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
818,1,119.523,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
821,18,2051.448,0,0,0.08513558336463913,0.08641975308641975,0.9148644166353609,0.9135802469135802,0,0,0,0,1,1,0,0,0.7662202502817522,0.7777777777777778,0.2337797497182478,0.2222222222222222
911,13,1379.425,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
932,19,2294.246,0,0,0.04824538335373703,0.05263157894736842,0.9517546166462629,0.9473684210526315,0,0,0,0,1,1,0,0,0.4342084501836333,0.47368421052631576,0.5657915498163667,0.5263157894736842
941,4,484.006,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
