EF564,n_obs,EF952_sum,EF952_share_green_abs,EF952_share_brown_abs,EF952_share_neutral_abs,EF952_share_green_rel,EF952_share_brown_rel,EF952_share_neutral_rel
101,2729,310874.839,1569.4823328579887,1893.4559003141885,307411.9007668278,0.005048598779838817,0.006090733834892919,0.9888606673852682
102,2809,337839.213,1765.8646611035892,1730.5326383771142,334342.8157005193,0.005226938120719542,0.005122355759149587,0.989650706120131
103,2501,289005.945,2678.894854638855,1123.806178116958,285203.24396724417,0.009269341689974077,0.003888522701901368,0.9868421356081245
104,2038,244491.887,1087.9475194145766,1424.2557310565137,241979.68374952892,0.004449830760292576,0.0058253701115919395,0.9897247991281156
105,2683,303296.443,1991.5111486024432,1723.2477852805066,299581.68406611704,0.006566219929596876,0.005681727646507567,0.9877520524238954
201,1256,156618.34,806.1070959290709,662.8228211362712,155149.41008293466,0.005146952112562749,0.004232089429221834,0.9906209584582154
202,1101,138773.144,957.7061224025974,537.2396949091213,137278.19818268827,0.006901235316846301,0.0038713520456747836,0.9892274126374788
203,1216,143061.234,318.9866424963925,477.8912407407407,142264.35611676288,0.0022297210332772083,0.0033404663679941467,0.9944298125987288
204,1564,176944.647,1121.7370725270343,334.26339228471335,175488.64653518825,0.0063394801229959465,0.0018890845128799706,0.991771435364124
205,1844,215575.942,1189.28726010456,644.5731952791001,213742.08154461635,0.00551679027386349,0.0029900052357377618,0.9914932044903987
206,1182,133455.733,820.7011405289155,639.9033279333727,131995.12853153772,0.006149613224400899,0.004794873277818441,0.9890555134977806
301,4795,505510.363,3377.5154485264925,3351.861189781337,498780.9863616922,0.006681397050858268,0.006630647826662531,0.9866879551224792
302,2780,296286.331,2309.0662022297147,1986.9157208592349,291990.34907691105,0.0077933605456463485,0.006706066102182874,0.9855005733521708
303,2788,282509.44,2235.3273953054986,833.3898725800228,279440.7227321145,0.007912398946051143,0.0029499540708445805,0.9891376469831044
304,2932,306352.732,1865.6401485930735,1597.02206933028,302890.06978207664,0.006089843352835102,0.005213017226594473,0.9886971394205704
305,2551,254207.489,1211.4666391328701,1582.3630560594377,251413.6593048077,0.004765660696695172,0.006224690949444993,0.9890096483538598
306,2470,255371.923,1601.2966655024513,1811.740499305088,251958.88583519246,0.0062704491813003705,0.007094517196806666,0.9866350336218929
307,4654,492257.617,2836.999850434653,3216.2776609465195,486204.33948861883,0.0057632421570729155,0.006533728580062824,0.9877030292628642
308,3634,384342.919,2435.5294770607316,2256.8500160804624,379650.5395068588,0.006336865743221177,0.00587196980746369,0.9877911644493151
309,3440,358692.128,2533.394989181499,2722.821347245816,353435.9116635727,0.007062867544117107,0.007590970458224875,0.985346161997658
310,3475,355789.066,1968.2046043576909,2150.391971685113,351670.46942395717,0.005531942356985447,0.006044008029423571,0.988424049613591
311,5741,607366.253,3944.724632518254,4234.283439978627,599187.2449275032,0.006494803774549282,0.006971548746845879,0.9865336474786048
