EF541,n_obs,EF952_sum,share_green_wtd,share_green_unwtd,share_brown_wtd,share_brown_unwtd,share_neutral_wtd,share_neutral_unwtd,share_green_cat_abs_wtd,share_green_cat_abs_unwtd,share_brown_cat_abs_wtd,share_brown_cat_abs_unwtd,share_neutral_cat_abs_wtd,share_neutral_cat_abs_unwtd,share_green_cat_rel_wtd,share_green_cat_rel_unwtd,share_brown_cat_rel_wtd,share_brown_cat_rel_unwtd,share_neutral_cat_rel_wtd,share_neutral_cat_rel_unwtd
5311,1329,145.634.607,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5312,164,17.807.427,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5321,3152,347.750.146,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5322,713,78.957.888,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5329,28,3.037.651,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5411,383,41.509.862,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5412,1083,119.056.555,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5413,279,29.832.987,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5414,1624,182.992.787,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
5419,189,20.845.379,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6111,52,5.762.559,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6112,139,14.364.069,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6113,2251,249.455.613,0.00250734,0.002665482,0,0,0.99749266,0.997334518,0.00501468,0.005330964,0,0,0.99498532,0.994669036,0.00501468,0.005330964,0,0,0.99498532,0.994669036
6121,214,23.167.756,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6122,26,2.986.342,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6123,18,2.052.711,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6129,11,1.182.731,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6130,2093,222.312.581,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6210,189,20.158.584,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6221,13,1.364.595,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6222,10,1.096.829,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7111,458,58.995.596,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7112,1311,149.741.998,0,0,0.078388062,0.074752098,0.921611938,0.925247902,0,0,0.078388062,0.074752098,0.921611938,0.925247902,0,0,0.078388062,0.074752098,0.921611938,0.925247902
7113,111,12.096.809,0,0,0.125,0.125,0.875,0.875,0,0,0,0,1,1,0,0,1,1,0,0
7114,688,78.325.652,0.023470998,0.024326805,0.187767983,0.194614443,0.788761019,0.781058752,0,0,0,0,1,1,0,0,0.445948959,0.462209302,0.554051041,0.537790698
7115,930,104.179.975,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7119,187,22.522.712,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7121,644,72.641.109,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7122,782,91.999.541,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7123,802,102.391.749,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7124,108,13.035.966,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7125,103,11.738.412,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7126,1851,207.524.516,0.009236942,0.009454349,0.197607464,0.198358598,0.793155593,0.792187053,0,0,0.088345051,0.089681253,0.911654949,0.910318747,0.03694777,0.037817396,0.96305223,0.962182604,0,0
7127,93,10.677.889,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7131,1499,169.625.972,0,0,0.15,0.15,0.85,0.85,0,0,0,0,1,1,0,0,1,1,0,0
7132,572,64.865.013,0,0,0.24817903,0.245629371,0.75182097,0.754370629,0,0,0,0,1,1,0,0,0.49635806,0.491258741,0.50364194,0.508741259
7133,1311,150.938.021,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7211,24,2.862.009,0,0,0.846153846,0.846153846,0.153846154,0.153846154,0,0,1,1,0,0,0,0,1,1,0,0
7212,735,85.038.363,0,0,0.045454545,0.045454545,0.954545455,0.954545455,0,0,0,0,1,1,0,0,1,1,0,0
7213,191,20.614.825,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7214,2950,327.548.785,0,0,0.169060066,0.169804433,0.830939934,0.830195567,0,0,0.020228571,0.021016949,0.979771429,0.978983051,0,0,0.987633286,0.988135593,0.012366714,0.011864407
7221,42,4.736.871,0,0,0.313497877,0.333333333,0.686502123,0.666666667,0,0,0.313497877,0.333333333,0.686502123,0.666666667,0,0,0.313497877,0.333333333,0.686502123,0.666666667
7222,955,103.105.526,0,0,0.769170038,0.770418848,0.230829962,0.229581152,0,0,0.890005779,0.892146597,0.109994221,0.107853403,0,0,1,1,0,0
7223,4218,474.177.045,0,0,0.786387472,0.79081191,0.213612528,0.20918809,0,0,0.729482656,0.740872451,0.270517344,0.259127549,0,0,1,1,0,0
7224,258,28.532.211,0,0,0.7,0.7,0.3,0.3,0,0,1,1,0,0,0,0,1,1,0,0
7231,2795,313.286.621,0,0,0.074074074,0.074074074,0.925925926,0.925925926,0,0,0,0,1,1,0,0,1,1,0,0
7232,259,28.985.328,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7233,4435,489.686.521,0,0,0.084864609,0.083816747,0.915135391,0.916183253,0,0,0.126927919,0.125140924,0.873072081,0.874859076,0,0,0.158190317,0.156257046,0.841809683,0.843742954
7234,170,19.028.257,0,0,0.05,0.05,0.95,0.95,0,0,0,0,1,1,0,0,1,1,0,0
7311,501,56.579.526,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7312,64,7.667.001,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7313,104,11222.76,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7314,43,4.389.036,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
7315,58,6.496.846,0,0,0.454760936,0.450928382,0.545239064,0.549071618,0,0,0.212432463,0.206896552,0.787567537,0.793103448,0,0,1,1,0,0
7316,93,10.233.921,0,0,0.056633205,0.056451613,0.943366795,0.943548387,0,0,0,0,1,1,0,0,0.226532822,0.225806452,0.773467178,0.774193548
7317,78,8389.38,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7319,33,3.402.542,0,0,0.148380562,0.147907648,0.851619438,0.852092352,0,0,0,0,1,1,0,0,1,1,0,0
7321,719,79.206.081,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7322,420,46314.42,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7323,106,12.146.428,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7411,2214,249.088.748,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7412,3490,383.827.459,0.026734216,0.026770364,0.018080587,0.018174376,0.955185197,0.95505526,0.011538171,0.011461318,0,0,0.988461829,0.988538682,0.264666395,0.265902579,0,0,0.735333605,0.734097421
7413,136,14978.56,0.333333333,0.333333333,0,0,0.666666667,0.666666667,0,0,0,0,1,1,1,1,0,0,0,0
7421,644,69.671.906,0,0,0.048020149,0.047619048,0.951979851,0.952380952,0,0,0,0,1,1,0,0,0.144060448,0.142857143,0.855939552,0.857142857
7422,2023,219.546.026,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7511,485,56.406.016,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7512,879,101.223.886,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7513,78,9.390.847,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7522,1920,214909.83,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7523,273,31.373.148,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7531,537,59.850.979,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7532,38,4121.72,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7533,43,4.754.269,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7534,218,23992.13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7535,9,10.121.619.999.999.900,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7536,103,11.450.101,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7541,5,564.749,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7542,30,3444.5,0,0,0.666666667,0.666666667,0.333333333,0.333333333,0,0,1,1,0,0,0,0,1,1,0,0
7543,1247,139.021.757,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7544,85,9.699.306,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
7549,556,59.899.289,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8111,78,8.609.229,0,0,0.941176471,0.941176471,0.058823529,0.058823529,0,0,1,1,0,0,0,0,1,1,0,0
8112,106,12090,0,0,0.9,0.9,0.1,0.1,0,0,1,1,0,0,0,0,1,1,0,0
8113,49,5.013.657,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
8114,75,7.695.975,0,0,0.914285714,0.914285714,0.085714286,0.085714286,0,0,1,1,0,0,0,0,1,1,0,0
8121,487,53.526.021,0,0,0.818974013,0.820343567,0.181025987,0.179656433,0,0,1,1,0,0,0,0,1,1,0,0
8122,225,24.955.742,0,0,0.833333333,0.833333333,0.166666667,0.166666667,0,0,1,1,0,0,0,0,1,1,0,0
8131,903,98.494.572,0,0,0.746031746,0.746031746,0.253968254,0.253968254,0,0,1,1,0,0,0,0,1,1,0,0
8132,48,5.312.137,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8141,127,14.728.418,0,0,0.46477585,0.460629921,0.53522415,0.539370079,0,0,0,0,1,1,0,0,0.929551701,0.921259843,0.070448299,0.078740157
8142,431,48.517.474,0,0,0.603174603,0.603174603,0.396825397,0.396825397,0,0,1,1,0,0,0,0,1,1,0,0
8143,122,13510.1,0,0,0.041666667,0.041666667,0.958333333,0.958333333,0,0,0,0,1,1,0,0,1,1,0,0
8151,26,27.723.360.000.000.000,0,0,0.266666667,0.266666667,0.733333333,0.733333333,0,0,0,0,1,1,0,0,1,1,0,0
8152,143,15.313.355,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8153,35,3.857.339,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8154,27,2.965.812,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8157,310,34.354.694,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8159,23,2.686.791,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8160,842,98.215.416,0,0,0.092010645,0.093184725,0.907989355,0.906815275,0,0,0,0,1,1,0,0,0.398712795,0.403800475,0.601287205,0.596199525
8171,96,10.326.468,0,0,0.558139535,0.558139535,0.441860465,0.441860465,0,0,1,1,0,0,0,0,1,1,0,0
8172,49,5.505.647,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8181,64,7.400.197,0,0,0.732715149,0.732638889,0.267284851,0.267361111,0,0,1,1,0,0,0,0,1,1,0,0
8189,4242,475.741.336,0,0,0.320354128,0.32033511,0.679645872,0.67966489,0,0,0,0,1,1,0,0,0.991572301,0.991513437,0.008427699,0.008486563
8211,1614,184.125.776,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8212,480,54.976.017,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8311,400,43.802.101,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8312,120,12.896.642,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8322,2721,304.557.841,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8331,1358,150.714.992,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8332,5139,574.632.436,0.090909091,0.090909091,0,0,0.909090909,0.909090909,0,0,0,0,1,1,1,1,0,0,0,0
8341,74,7.562.688,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8342,1062,117.957.896,0,0,0.359367324,0.360296535,0.640632676,0.639703465,0,0,0.436575751,0.439736347,0.563424249,0.560263653,0,0,0.93110535,0.930320151,0.06889465,0.069679849
8343,257,28.576.243,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8344,1090,127.195.504,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
8350,26,2.901.363,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9111,1190,131.394.158,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9112,9138,1.057.024.841,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9122,189,22.631.372,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9123,52,6.455.899,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9129,120,14.880.991,0,0,0.94896946,0.941666667,0.05103054,0.058333333,0,0,0.94896946,0.941666667,0.05103054,0.058333333,0,0,0.94896946,0.941666667,0.05103054,0.058333333
9211,523,58.765.751,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9212,55,6.259.687,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9214,552,62.643.836,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9215,63,6.923.151,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9216,7,1.015.453,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9311,12,1.359.776,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
9312,619,68.001.761,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9313,832,106.124.563,0,0,0.001862688,0.002403846,0.998137312,0.997596154,0,0,0.001862688,0.002403846,0.998137312,0.997596154,0,0,0.001862688,0.002403846,0.998137312,0.997596154
9329,3351,383.081.002,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9332,,,,,,,,,,,,,,,,,,,,
9333,,,,,,,,,,,,,,,,,,,,
9334,848,94.874.131,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9412,3264,385.568.918,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9612,143,16.212.215,0.692307692,0.692307692,0,0,0.307692308,0.307692308,1,1,0,0,0,0,1,1,0,0,0,0
9613,367,41.697.087,0.666666667,0.666666667,0,0,0.333333333,0.333333333,1,1,0,0,0,0,1,1,0,0,0,0
9621,1572,172.449.721,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9623,24,2.572.723,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9629,274,31.006.815,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
