EF564,n_obs,EF952_sum,EF952_share_green_esco,EF952_share_brown_esco,EF952_share_green_esco_ess,EF952_share_brown_esco_ess,EF952_share_green_gtp,EF952_share_green_vona2018,EF952_share_green_jrc,EF952_share_brown_vona2018
1001,9,864.479,NA,NA,NA,NA,NA,NA,NA,NA
1101,1,124.672,NA,NA,NA,NA,NA,NA,NA,NA
1103,1,100,0,0,0,0,0,0,0,0
1104,1,105.884,NA,NA,NA,NA,NA,NA,NA,NA
1106,3,351.828,10.347882352941177,0,16.753714285714278,0,0,0,0,0
1109,2,213.558,NA,NA,NA,NA,NA,NA,NA,NA
1110,4,517.788,NA,NA,NA,NA,NA,NA,NA,NA
1111,1,170.682,NA,NA,NA,NA,NA,NA,NA,NA
1112,3,312.168,NA,NA,NA,NA,NA,NA,NA,NA
1201,2,206.548,NA,NA,NA,NA,NA,NA,NA,NA
1202,3,318.789,NA,NA,NA,NA,NA,NA,NA,NA
1204,4,399.993,NA,NA,NA,NA,NA,NA,NA,NA
1205,2,216.812,NA,NA,NA,NA,NA,NA,NA,NA
1302,2,167.914,NA,NA,NA,NA,NA,NA,NA,NA
1303,1,68.656,NA,NA,NA,NA,NA,NA,NA,NA
1304,3,282.89099999999996,NA,NA,NA,NA,NA,NA,NA,NA
1411,2,244.25,NA,NA,NA,NA,NA,NA,NA,NA
1412,5,509.457,NA,NA,NA,NA,NA,NA,NA,NA
1414,2,121.188,NA,NA,NA,NA,NA,NA,NA,NA
1415,1,119.193,NA,NA,NA,NA,NA,NA,NA,NA
1416,2,234.075,5.08906216585106,3.586138888888889,11.170939832970225,4.4137094017094025,0,0,0,51.6404
1417,1,107.896,9.520235294117647,0,15.41371428571428,0,0,0,0,0
1501,2,228.032,NA,NA,NA,NA,NA,NA,NA,NA
1503,1,87.148,NA,NA,NA,NA,NA,NA,NA,NA
1504,3,288.96,NA,NA,NA,NA,NA,NA,NA,NA
1505,1,137.587,5.423573761728799,3.821861111111111,11.905222258533042,4.70382905982906,0,0,0,55.0348
1601,3,186.47899999999998,NA,NA,NA,NA,NA,NA,NA,NA
1602,5,640.743,NA,NA,NA,NA,NA,NA,NA,NA
1603,5,409.516,NA,NA,NA,NA,NA,NA,NA,NA
1604,3,285.176,NA,NA,NA,NA,NA,NA,NA,NA
