"","share_type","EF517","n_obs","EF952_sum","mean","mean_weighted","sd","sd_weighted","median","q25","q75","median_weighted","q25_weighted","q75_weighted"
"1","share_brown_esco","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"2","share_brown_esco","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"3","share_brown_esco","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"4","share_brown_esco","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"5","share_brown_esco","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"6","share_brown_esco","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"7","share_brown_esco","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"8","share_brown_esco","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"9","share_brown_esco_ess","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"10","share_brown_esco_ess","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"11","share_brown_esco_ess","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"12","share_brown_esco_ess","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"13","share_brown_esco_ess","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"14","share_brown_esco_ess","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"15","share_brown_esco_ess","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"16","share_brown_esco_ess","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"17","share_brown_vona2018","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"18","share_brown_vona2018","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"19","share_brown_vona2018","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"20","share_brown_vona2018","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"21","share_brown_vona2018","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"22","share_brown_vona2018","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"23","share_brown_vona2018","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"24","share_brown_vona2018","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"25","share_green_esco","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"26","share_green_esco","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"27","share_green_esco","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"28","share_green_esco","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"29","share_green_esco","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"30","share_green_esco","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"31","share_green_esco","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"32","share_green_esco","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"33","share_green_esco_ess","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"34","share_green_esco_ess","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"35","share_green_esco_ess","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"36","share_green_esco_ess","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"37","share_green_esco_ess","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"38","share_green_esco_ess","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"39","share_green_esco_ess","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"40","share_green_esco_ess","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"41","share_green_gtp","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"42","share_green_gtp","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"43","share_green_gtp","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"44","share_green_gtp","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"45","share_green_gtp","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"46","share_green_gtp","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"47","share_green_gtp","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"48","share_green_gtp","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"49","share_green_jrc","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
