,mean,sd,mean-sd,mean+sd,threshold_category
esco_5_digit,22.349322376652655,11.552355407240437,10.796966969412217,33.90167778389309,viable_high
isco_4_digit,14.473315429758125,10.790211058480764,3.683104371277361,25.263526488238888,viable
isco_3_digit,9.058796498631006,8.059871539986165,0.9989249586448405,17.118668038617173,viable_low
