"","share_type","EF517","n_obs","EF952_sum","mean","mean_weighted","sd","sd_weighted","median","q25","q75","median_weighted","q25_weighted","q75_weighted"
"1","share_brown_esco","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"2","share_brown_esco","ISCED-Level 2 - LSGE",39,4297.241,0.000952380952380952,0.000830971537491319,0.00476190476190476,0.00448441142904009,0,0,0,0,0,0
"3","share_brown_esco","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"4","share_brown_esco","ISCED-Level 3 - USVE",153,16279.282,0.00410997732426304,0.0038046457296869,0.019665471224276,0.0191741952980745,0,0,0,0,0,0
"5","share_brown_esco","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"6","share_brown_esco","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"7","share_brown_esco","ISCED-Level 6 - Bachelor",64,7160.277,0.0025062656641604,0.00244221087953785,0.00740504161371202,0.00732829225171769,0,0,0,0,0,0
"8","share_brown_esco","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"9","share_brown_esco_ess","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"10","share_brown_esco_ess","ISCED-Level 2 - LSGE",39,4297.241,0,0,0,0,0,0,0,0,0,0
"11","share_brown_esco_ess","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"12","share_brown_esco_ess","ISCED-Level 3 - USVE",153,16279.282,0,0,0,0,0,0,0,0,0,0
"13","share_brown_esco_ess","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"14","share_brown_esco_ess","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"15","share_brown_esco_ess","ISCED-Level 6 - Bachelor",64,7160.277,0,0,0,0,0,0,0,0,0,0
"16","share_brown_esco_ess","ISCED-Level 6 - Master",55,6099.027,0,0,0,0,0,0,0,0,0,0
"17","share_brown_vona2018","ISCED-Level 1 - PE",11,1387.799,0,0,0,0,0,0,0,0,0,0
"18","share_brown_vona2018","ISCED-Level 2 - LSGE",39,4297.241,0.00615384615384616,0.00536935454994391,0.0307692307692308,0.0289761969261052,0,0,0,0,0,0
"19","share_brown_vona2018","ISCED-Level 3 - USGE",27,3259.861,0,0,0,0,0,0,0,0,0,0
"20","share_brown_vona2018","ISCED-Level 3 - USVE",153,16279.282,0.00732600732600733,0.00627167736286103,0.0329596767172556,0.0306216221119574,0,0,0,0,0,0
"21","share_brown_vona2018","ISCED-Level 4 - PSNTVE",61,6703.782,0,0,0,0,0,0,0,0,0,0
"22","share_brown_vona2018","ISCED-Level 5 - SCTVE",2,203.416,0,0,0,0,0,0,0,0,0,0
"23","share_brown_vona2018","ISCED-Level 6 - Bachelor",64,7160.277,0.0161943319838057,0.0157804395293215,0.0478479611962931,0.0473520422418682,0,0,0,0,0,0
