,isco_level_1,isco_label_1,share_green_gtp_mean,n_occ_esco_sum,share_green_esco_mean,share_brown_esco_mean,share_neutral_esco_mean,isco_code,isco_level_2,isco_label_2,isco_level_3,isco_label_3,isco_level_4,isco_label_4
30,,,0.16405433646812959,38.0,0.03599319903569873,0.009362621121924989,0.9546441798423763,43,43,Numerical and material recording clerks,,,,
31,,,0.0,8.0,0.005434782608695652,0.0,0.9945652173913043,44,44,Other clerical support workers,,,,
32,,,0.0,89.0,0.04107260529566108,0.003050337973910983,0.9558770567304279,51,51,Personal service workers,,,,
33,,,0.11764705882352941,74.0,0.004124065782347516,0.00039536440465233035,0.995480569813,52,52,Sales workers,,,,
34,,,0.0,16.0,0.011880075888696578,0.006808236808236808,0.9813116873030666,53,53,Personal care workers,,,,
35,,,0.0,26.0,0.03653556096995011,0.005624902480886254,0.9578395365491637,54,54,Protective services workers,,,,
36,,,0.2631578947368421,27.0,0.24028463784743495,0.001835985312117503,0.7578793768404475,61,61,Market-oriented skilled agricultural workers,,,,
37,,,0.0,17.0,0.11051828830240294,0.0,0.889481711697597,62,62,"Market-oriented skilled forestry, fishery and hunting workers",,,,
38,,,0.3612958947407108,52.0,0.10012132484737281,0.035416013028762655,0.8644626621238646,71,71,"Building and related trades workers, excluding electricians",,,,
39,,,0.171341732979664,107.0,0.013396169443587345,0.0978069864916593,0.8887968440647533,72,72,"Metal, machinery and related trades workers",,,,
40,,,0.06896551724137931,76.0,0.015875936800050887,0.05414223223819175,0.9299818309617575,73,73,Handicraft and printing workers,,,,
41,,,0.0,39.0,0.05250808645812434,0.007635740339613737,0.9398561732022619,74,74,Electrical and electronic trades workers,,,,
42,,,0.06150793650793651,116.0,0.03945182454755883,0.018101040337357013,0.9424471351150842,75,75,"Food processing, wood working, garment and other craft and related trades workers",,,,
43,,,0.05241944987861503,260.0,0.03886465427325334,0.0975446028445226,0.863590742882224,81,81,Stationary plant and machine operators,,,,
