"","share_type","EF517","n_obs","EF952_sum","mean","mean_weighted","sd","sd_weighted","median","q25","q75","median_weighted","q25_weighted","q75_weighted"
"1","share_brown","ISCED-Level 1 - PE",8353,1023573.271,0.0363317189823433,0.0360279755477958,0.142409241683541,0.141617502703799,0,0,0,0,0,0
"2","share_brown","ISCED-Level 2 - LSGE",37464,4302908.051,0.0448494812426657,0.0445833597197027,0.158631092426381,0.157955858632956,0,0,0,0,0,0
"3","share_brown","ISCED-Level 3 - USGE",19006,2195986.065,0.0140148825510167,0.0144347416369295,0.0914946409702855,0.0925715387184298,0,0,0,0,0,0
"4","share_brown","ISCED-Level 3 - USVE",153997,16754402.589,0.0483662301834265,0.0487186118891383,0.16700165934999,0.167345384642887,0,0,0,0,0,0
"5","share_brown","ISCED-Level 4 - PSNTVE",49376,5465476.036,0.011143258058443,0.0115315552864708,0.0835512926716491,0.0848339509177784,0,0,0,0,0,0
"6","share_brown","ISCED-Level 5 - SCTVE",2373,253486.883,0.00994385218036202,0.00962276161555016,0.070010736151216,0.0680170537691315,0,0,0,0,0,0
"7","share_brown","ISCED-Level 6 - Bachelor",63682,6991367.03,0.0142830263865104,0.0143014459328413,0.0814524688035144,0.0815091329374083,0,0,0,0,0,0
"8","share_brown","ISCED-Level 6 - Master",52915,5882948.033,0.00541764296153496,0.00557798098146199,0.0460779135013943,0.0474532258600059,0,0,0,0,0,0
"9","share_brown",NA,409,50496.646,0.0243700592179477,0.0274251221886927,0.111063966451098,0.117786419792793,0,0,0,0,0,0
"10","share_green","ISCED-Level 1 - PE",8353,1023573.271,0.0062331574334038,0.0065649029252885,0.0558735830951055,0.058067899283783,0,0,0,0,0,0
"11","share_green","ISCED-Level 2 - LSGE",37464,4302908.051,0.0060113382909102,0.00610855733047061,0.046684633290396,0.0474957252568248,0,0,0,0,0,0
"12","share_green","ISCED-Level 3 - USGE",19006,2195986.065,0.00294200723601285,0.0030822645360262,0.0354203032077434,0.0363842836375769,0,0,0,0,0,0
"13","share_green","ISCED-Level 3 - USVE",153997,16754402.589,0.0056670063640648,0.00560558495229684,0.0460557093176198,0.0457534733073639,0,0,0,0,0,0
"14","share_green","ISCED-Level 4 - PSNTVE",49376,5465476.036,0.00228098666065128,0.00238167370938606,0.0307173387660631,0.0312644950975491,0,0,0,0,0,0
"15","share_green","ISCED-Level 5 - SCTVE",2373,253486.883,0.00367149744726285,0.00365596963684568,0.039004397572937,0.0393803024360159,0,0,0,0,0,0
"16","share_green","ISCED-Level 6 - Bachelor",63682,6991367.03,0.00826675534637101,0.00820266995243356,0.0611565796542936,0.061092431591604,0,0,0,0,0,0
"17","share_green","ISCED-Level 6 - Master",52915,5882948.033,0.00907171838073984,0.00908999436618801,0.0683144270117992,0.0686959828036113,0,0,0,0,0,0
"18","share_green",NA,409,50496.646,0.00538320685019952,0.00527244571204441,0.0374316714346834,0.0361014096275541,0,0,0,0,0,0
"19","share_neutral","ISCED-Level 1 - PE",8353,1023573.271,0.957435123584253,0.957407121526916,0.151972030073472,0.151996150055941,1,1,1,1,1,1
"20","share_neutral","ISCED-Level 2 - LSGE",37464,4302908.051,0.949139180466424,0.949308082949827,0.164452879360821,0.163989557307382,1,1,1,1,1,1
"21","share_neutral","ISCED-Level 3 - USGE",19006,2195986.065,0.983043110212971,0.982482993827044,0.0981437264865735,0.0994760947307742,1,1,1,1,1,1
"22","share_neutral","ISCED-Level 3 - USVE",153997,16754402.589,0.945966763452509,0.945675803158565,0.172502308245756,0.172753749198114,1,1,1,1,1,1
"23","share_neutral","ISCED-Level 4 - PSNTVE",49376,5465476.036,0.986575755280906,0.986086771004143,0.0893942339469063,0.0907919435784267,1,1,1,1,1,1
"24","share_neutral","ISCED-Level 5 - SCTVE",2373,253486.883,0.986384650372375,0.986721268747604,0.0812327173510078,0.0797295743770757,1,1,1,1,1,1
"25","share_neutral","ISCED-Level 6 - Bachelor",63682,6991367.03,0.977450218267119,0.977495884114725,0.102141102990781,0.102137842431083,1,1,1,1,1,1
"26","share_neutral","ISCED-Level 6 - Master",52915,5882948.033,0.985510638657725,0.98533202465235,0.0836483095683598,0.0846440023047476,1,1,1,1,1,1
"27","share_neutral",NA,409,50496.646,0.970246733931853,0.967302432099263,0.116182285444587,0.122108361796986,1,1,1,1,1,1
